Month,Year,State Name,AQI,Category
10,2024,Maryland,40.4,Good
11,2024,Maryland,30.4,Good
12,2024,Maryland,36.3,Good
1,2025,Maryland,39.3,Good
2,2025,Maryland,36.2,Good
3,2025,Maryland,42.1,Good
4,2025,Maryland,45.2,Good
5,2025,Maryland,40.8,Good
6,2025,Maryland,50.4,Moderate
7,2025,Maryland,1.0,Good
1,2020,Massachusetts,41.9,Good
2,2020,Massachusetts,45.7,Good
3,2020,Massachusetts,42.4,Good
4,2020,Massachusetts,42.1,Good
5,2020,Massachusetts,39.0,Good
6,2020,Massachusetts,42.6,Good
7,2020,Massachusetts,44.1,Good
8,2020,Massachusetts,43.1,Good
9,2020,Massachusetts,36.3,Good
10,2020,Massachusetts,35.3,Good
11,2020,Massachusetts,40.7,Good
12,2020,Massachusetts,41.9,Good
1,2021,Massachusetts,41.2,Good
2,2021,Massachusetts,43.7,Good
3,2021,Massachusetts,43.1,Good
4,2021,Massachusetts,41.5,Good
5,2021,Massachusetts,43.8,Good
6,2021,Massachusetts,49.1,Good
7,2021,Massachusetts,46.7,Good
8,2021,Massachusetts,45.9,Good
9,2021,Massachusetts,36.7,Good
10,2021,Massachusetts,36.1,Good
11,2021,Massachusetts,38.9,Good
12,2021,Massachusetts,41.5,Good
1,2022,Massachusetts,45.6,Good
2,2022,Massachusetts,44.1,Good
3,2022,Massachusetts,43.5,Good
4,2022,Massachusetts,40.5,Good
5,2022,Massachusetts,41.0,Good
6,2022,Massachusetts,40.8,Good
7,2022,Massachusetts,48.8,Good
8,2022,Massachusetts,43.9,Good
9,2022,Massachusetts,34.2,Good
10,2022,Massachusetts,40.1,Good
11,2022,Massachusetts,38.9,Good
12,2022,Massachusetts,41.4,Good
1,2023,Massachusetts,39.2,Good
2,2023,Massachusetts,43.4,Good
3,2023,Massachusetts,43.6,Good
4,2023,Massachusetts,49.0,Good
5,2023,Massachusetts,45.8,Good
6,2023,Massachusetts,52.0,Moderate
7,2023,Massachusetts,52.4,Moderate
8,2023,Massachusetts,40.3,Good
9,2023,Massachusetts,42.3,Good
10,2023,Massachusetts,35.0,Good
11,2023,Massachusetts,36.1,Good
12,2023,Massachusetts,37.2,Good
1,2024,Massachusetts,35.3,Good
2,2024,Massachusetts,39.4,Good
3,2024,Massachusetts,37.2,Good
4,2024,Massachusetts,40.5,Good
5,2024,Massachusetts,40.4,Good
6,2024,Massachusetts,45.4,Good
7,2024,Massachusetts,46.4,Good
8,2024,Massachusetts,45.1,Good
9,2024,Massachusetts,36.2,Good
10,2024,Massachusetts,35.9,Good
11,2024,Massachusetts,38.4,Good
12,2024,Massachusetts,36.5,Good
1,2025,Massachusetts,39.7,Good
2,2025,Massachusetts,40.8,Good
3,2025,Massachusetts,41.3,Good
4,2025,Massachusetts,44.9,Good
5,2025,Massachusetts,5.0,Good
1,2020,Michigan,34.6,Good
2,2020,Michigan,37.7,Good
3,2020,Michigan,38.0,Good
4,2020,Michigan,39.8,Good
5,2020,Michigan,38.6,Good
6,2020,Michigan,55.5,Moderate
7,2020,Michigan,47.8,Good
8,2020,Michigan,40.8,Good
9,2020,Michigan,34.8,Good
10,2020,Michigan,30.3,Good
11,2020,Michigan,36.1,Good
12,2020,Michigan,35.3,Good
1,2021,Michigan,43.4,Good
2,2021,Michigan,44.8,Good
3,2021,Michigan,42.0,Good
4,2021,Michigan,43.0,Good
5,2021,Michigan,45.6,Good
6,2021,Michigan,52.2,Moderate
7,2021,Michigan,47.1,Good
8,2021,Michigan,49.9,Good
9,2021,Michigan,37.7,Good
10,2021,Michigan,34.7,Good
11,2021,Michigan,38.6,Good
12,2021,Michigan,42.8,Good
1,2022,Michigan,43.2,Good
2,2022,Michigan,43.9,Good
3,2022,Michigan,41.7,Good
4,2022,Michigan,38.3,Good
5,2022,Michigan,43.7,Good
6,2022,Michigan,55.7,Moderate
7,2022,Michigan,45.5,Good
8,2022,Michigan,38.8,Good
9,2022,Michigan,36.6,Good
10,2022,Michigan,39.7,Good
11,2022,Michigan,44.6,Good
12,2022,Michigan,44.3,Good
1,2023,Michigan,44.0,Good
2,2023,Michigan,41.6,Good
3,2023,Michigan,43.2,Good
4,2023,Michigan,48.4,Good
5,2023,Michigan,52.8,Moderate
6,2023,Michigan,73.0,Moderate
7,2023,Michigan,53.0,Moderate
8,2023,Michigan,45.2,Good
9,2023,Michigan,40.2,Good
10,2023,Michigan,34.1,Good
11,2023,Michigan,38.6,Good
12,2023,Michigan,38.2,Good
1,2024,Michigan,39.0,Good
2,2024,Michigan,42.3,Good
3,2024,Michigan,39.2,Good
4,2024,Michigan,40.8,Good
5,2024,Michigan,45.2,Good
6,2024,Michigan,45.9,Good
7,2024,Michigan,46.6,Good
8,2024,Michigan,43.1,Good
9,2024,Michigan,42.0,Good
10,2024,Michigan,38.8,Good
11,2024,Michigan,29.5,Good
12,2024,Michigan,35.9,Good
1,2025,Michigan,33.7,Good
2,2025,Michigan,38.9,Good
3,2025,Michigan,37.1,Good
4,2025,Michigan,40.5,Good
1,2020,Minnesota,36.7,Good
2,2020,Minnesota,33.2,Good
3,2020,Minnesota,36.6,Good
4,2020,Minnesota,36.1,Good
5,2020,Minnesota,35.3,Good
6,2020,Minnesota,40.9,Good
7,2020,Minnesota,33.4,Good
8,2020,Minnesota,32.2,Good
9,2020,Minnesota,29.0,Good
10,2020,Minnesota,30.4,Good
11,2020,Minnesota,33.8,Good
12,2020,Minnesota,37.6,Good
1,2021,Minnesota,40.6,Good
2,2021,Minnesota,42.0,Good
3,2021,Minnesota,39.5,Good
4,2021,Minnesota,36.4,Good
5,2021,Minnesota,38.0,Good
6,2021,Minnesota,47.0,Good
7,2021,Minnesota,64.0,Moderate
8,2021,Minnesota,47.9,Good
9,2021,Minnesota,34.7,Good
10,2021,Minnesota,31.0,Good
11,2021,Minnesota,28.1,Good
12,2021,Minnesota,32.6,Good
1,2022,Minnesota,34.7,Good
2,2022,Minnesota,35.8,Good
3,2022,Minnesota,35.7,Good
4,2022,Minnesota,32.7,Good
5,2022,Minnesota,36.6,Good
6,2022,Minnesota,39.2,Good
7,2022,Minnesota,33.6,Good
8,2022,Minnesota,32.4,Good
9,2022,Minnesota,31.7,Good
10,2022,Minnesota,37.9,Good
11,2022,Minnesota,33.4,Good
12,2022,Minnesota,31.9,Good
1,2023,Minnesota,42.9,Good
2,2023,Minnesota,32.5,Good
3,2023,Minnesota,40.6,Good
4,2023,Minnesota,40.3,Good
5,2023,Minnesota,53.9,Moderate
6,2023,Minnesota,75.5,Moderate
7,2023,Minnesota,50.2,Moderate
8,2023,Minnesota,51.6,Moderate
9,2023,Minnesota,49.1,Good
10,2023,Minnesota,29.3,Good
11,2023,Minnesota,31.1,Good
12,2023,Minnesota,36.6,Good
1,2024,Minnesota,36.6,Good
2,2024,Minnesota,33.3,Good
3,2024,Minnesota,34.6,Good
4,2024,Minnesota,35.0,Good
5,2024,Minnesota,40.6,Good
6,2024,Minnesota,35.0,Good
7,2024,Minnesota,48.0,Good
8,2024,Minnesota,43.4,Good
9,2024,Minnesota,41.5,Good
10,2024,Minnesota,38.5,Good
11,2024,Minnesota,28.6,Good
12,2024,Minnesota,36.2,Good
1,2025,Minnesota,26.0,Good
2,2025,Minnesota,31.7,Good
3,2025,Minnesota,36.2,Good
4,2025,Minnesota,37.8,Good
1,2020,Mississippi,41.3,Good
2,2020,Mississippi,37.6,Good
3,2020,Mississippi,43.1,Good
4,2020,Mississippi,47.7,Good
5,2020,Mississippi,43.8,Good
6,2020,Mississippi,44.4,Good
7,2020,Mississippi,40.8,Good
8,2020,Mississippi,43.0,Good
9,2020,Mississippi,41.4,Good
10,2020,Mississippi,42.4,Good
11,2020,Mississippi,45.2,Good
12,2020,Mississippi,44.8,Good
1,2021,Mississippi,42.4,Good
2,2021,Mississippi,43.9,Good
3,2021,Mississippi,45.1,Good
4,2021,Mississippi,46.4,Good
5,2021,Mississippi,43.6,Good
6,2021,Mississippi,39.6,Good
7,2021,Mississippi,40.9,Good
8,2021,Mississippi,44.8,Good
9,2021,Mississippi,41.2,Good
10,2021,Mississippi,41.2,Good
11,2021,Mississippi,45.7,Good
12,2021,Mississippi,42.3,Good
1,2022,Mississippi,42.5,Good
2,2022,Mississippi,47.7,Good
3,2022,Mississippi,48.3,Good
4,2022,Mississippi,45.5,Good
5,2022,Mississippi,46.4,Good
6,2022,Mississippi,51.9,Moderate
7,2022,Mississippi,38.5,Good
8,2022,Mississippi,33.6,Good
9,2022,Mississippi,46.8,Good
10,2022,Mississippi,48.1,Good
11,2022,Mississippi,46.3,Good
12,2022,Mississippi,38.2,Good
1,2023,Mississippi,39.0,Good
2,2023,Mississippi,43.6,Good
3,2023,Mississippi,48.8,Good
4,2023,Mississippi,45.9,Good
5,2023,Mississippi,54.9,Moderate
6,2023,Mississippi,56.6,Moderate
7,2023,Mississippi,47.9,Good
8,2023,Mississippi,52.9,Moderate
9,2023,Mississippi,50.2,Moderate
10,2023,Mississippi,48.2,Good
11,2023,Mississippi,49.5,Good
12,2023,Mississippi,43.2,Good
1,2024,Mississippi,34.9,Good
2,2024,Mississippi,43.3,Good
3,2024,Mississippi,41.7,Good
4,2024,Mississippi,46.7,Good
5,2024,Mississippi,45.8,Good
6,2024,Mississippi,45.5,Good
7,2024,Mississippi,40.2,Good
8,2024,Mississippi,50.4,Moderate
9,2024,Mississippi,40.7,Good
10,2024,Mississippi,52.9,Moderate
11,2024,Mississippi,38.1,Good
12,2024,Mississippi,40.2,Good
1,2025,Mississippi,35.6,Good
2,2025,Mississippi,41.5,Good
3,2025,Mississippi,47.8,Good
4,2025,Mississippi,47.4,Good
5,2025,Mississippi,40.0,Good
6,2025,Mississippi,5.0,Good
1,2020,Missouri,35.7,Good
2,2020,Missouri,33.6,Good
3,2020,Missouri,37.8,Good
4,2020,Missouri,42.3,Good
5,2020,Missouri,38.0,Good
6,2020,Missouri,51.0,Moderate
7,2020,Missouri,44.4,Good
8,2020,Missouri,40.5,Good
9,2020,Missouri,37.3,Good
10,2020,Missouri,34.8,Good
11,2020,Missouri,33.4,Good
12,2020,Missouri,41.8,Good
1,2021,Missouri,37.5,Good
2,2021,Missouri,37.6,Good
3,2021,Missouri,41.1,Good
4,2021,Missouri,42.6,Good
5,2021,Missouri,39.0,Good
6,2021,Missouri,47.8,Good
7,2021,Missouri,49.0,Good
8,2021,Missouri,44.8,Good
9,2021,Missouri,43.7,Good
10,2021,Missouri,34.0,Good
11,2021,Missouri,32.3,Good
12,2021,Missouri,40.6,Good
1,2022,Missouri,35.7,Good
2,2022,Missouri,35.4,Good
3,2022,Missouri,43.2,Good
4,2022,Missouri,41.7,Good
5,2022,Missouri,42.1,Good
6,2022,Missouri,53.6,Moderate
7,2022,Missouri,49.3,Good
8,2022,Missouri,43.6,Good
9,2022,Missouri,42.4,Good
10,2022,Missouri,41.1,Good
11,2022,Missouri,36.7,Good
12,2022,Missouri,34.8,Good
1,2023,Missouri,38.0,Good
2,2023,Missouri,36.3,Good
3,2023,Missouri,41.5,Good
4,2023,Missouri,47.4,Good
5,2023,Missouri,59.0,Moderate
6,2023,Missouri,75.6,Moderate
7,2023,Missouri,50.2,Moderate
8,2023,Missouri,44.7,Good
9,2023,Missouri,51.1,Moderate
10,2023,Missouri,36.5,Good
11,2023,Missouri,37.8,Good
12,2023,Missouri,29.8,Good
1,2024,Missouri,31.0,Good
2,2024,Missouri,40.7,Good
3,2024,Missouri,42.0,Good
4,2024,Missouri,44.0,Good
5,2024,Missouri,44.9,Good
6,2024,Missouri,47.2,Good
7,2024,Missouri,45.5,Good
8,2024,Missouri,45.1,Good
9,2024,Missouri,41.7,Good
10,2024,Missouri,48.0,Good
11,2024,Missouri,28.5,Good
12,2024,Missouri,34.3,Good
1,2025,Missouri,31.4,Good
2,2025,Missouri,37.6,Good
3,2025,Missouri,48.9,Good
1,2020,Montana,33.9,Good
2,2020,Montana,34.1,Good
3,2020,Montana,33.6,Good
4,2020,Montana,34.4,Good
5,2020,Montana,27.4,Good
6,2020,Montana,26.7,Good
7,2020,Montana,35.0,Good
8,2020,Montana,48.3,Good
9,2020,Montana,62.1,Moderate
10,2020,Montana,41.0,Good
11,2020,Montana,39.4,Good
12,2020,Montana,38.4,Good
1,2021,Montana,37.2,Good
2,2021,Montana,36.8,Good
3,2021,Montana,37.5,Good
4,2021,Montana,36.2,Good
5,2021,Montana,30.8,Good
6,2021,Montana,37.8,Good
7,2021,Montana,80.0,Moderate
8,2021,Montana,70.9,Moderate
9,2021,Montana,52.7,Moderate
10,2021,Montana,37.5,Good
11,2021,Montana,35.7,Good
12,2021,Montana,33.5,Good
1,2022,Montana,39.7,Good
2,2022,Montana,34.8,Good
3,2022,Montana,33.6,Good
4,2022,Montana,32.0,Good
5,2022,Montana,27.2,Good
6,2022,Montana,27.7,Good
7,2022,Montana,36.6,Good
8,2022,Montana,38.2,Good
9,2022,Montana,56.3,Moderate
10,2022,Montana,38.0,Good
11,2022,Montana,39.8,Good
12,2022,Montana,41.1,Good
1,2023,Montana,35.8,Good
2,2023,Montana,31.5,Good
3,2023,Montana,36.9,Good
4,2023,Montana,31.5,Good
5,2023,Montana,43.7,Good
6,2023,Montana,34.5,Good
7,2023,Montana,46.1,Good
8,2023,Montana,48.2,Good
9,2023,Montana,39.0,Good
10,2023,Montana,29.5,Good
11,2023,Montana,35.9,Good
12,2023,Montana,33.1,Good
1,2024,Montana,34.8,Good
2,2024,Montana,29.3,Good
3,2024,Montana,28.5,Good
4,2024,Montana,25.5,Good
5,2024,Montana,24.1,Good
6,2024,Montana,24.3,Good
7,2024,Montana,49.8,Good
8,2024,Montana,42.4,Good
9,2024,Montana,37.7,Good
10,2024,Montana,31.3,Good
11,2024,Montana,27.5,Good
12,2024,Montana,27.5,Good
1,2025,Montana,30.8,Good
2,2025,Montana,30.4,Good
3,2025,Montana,26.0,Good
4,2025,Montana,27.5,Good
5,2025,Montana,2.0,Good
1,2020,Nebraska,28.2,Good
2,2020,Nebraska,25.3,Good
3,2020,Nebraska,27.0,Good
4,2020,Nebraska,37.4,Good
5,2020,Nebraska,32.2,Good
6,2020,Nebraska,38.9,Good
7,2020,Nebraska,35.4,Good
8,2020,Nebraska,38.6,Good
9,2020,Nebraska,37.5,Good
10,2020,Nebraska,35.2,Good
11,2020,Nebraska,28.4,Good
12,2020,Nebraska,29.3,Good
1,2021,Nebraska,31.3,Good
2,2021,Nebraska,33.8,Good
3,2021,Nebraska,32.1,Good
4,2021,Nebraska,32.6,Good
5,2021,Nebraska,28.1,Good
6,2021,Nebraska,44.0,Good
7,2021,Nebraska,50.3,Moderate
8,2021,Nebraska,47.0,Good
9,2021,Nebraska,40.5,Good
10,2021,Nebraska,33.4,Good
11,2021,Nebraska,26.1,Good
12,2021,Nebraska,29.6,Good
1,2022,Nebraska,26.2,Good
2,2022,Nebraska,25.5,Good
3,2022,Nebraska,27.7,Good
4,2022,Nebraska,31.6,Good
5,2022,Nebraska,29.6,Good
6,2022,Nebraska,37.0,Good
7,2022,Nebraska,32.0,Good
8,2022,Nebraska,31.4,Good
9,2022,Nebraska,30.7,Good
10,2022,Nebraska,33.3,Good
11,2022,Nebraska,25.0,Good
12,2022,Nebraska,26.6,Good
1,2023,Nebraska,35.6,Good
2,2023,Nebraska,25.3,Good
3,2023,Nebraska,33.1,Good
4,2023,Nebraska,36.0,Good
5,2023,Nebraska,48.0,Good
6,2023,Nebraska,53.1,Moderate
7,2023,Nebraska,37.6,Good
8,2023,Nebraska,38.2,Good
9,2023,Nebraska,46.9,Good
10,2023,Nebraska,28.1,Good
11,2023,Nebraska,33.4,Good
12,2023,Nebraska,30.1,Good
1,2024,Nebraska,34.2,Good
2,2024,Nebraska,28.8,Good
3,2024,Nebraska,34.8,Good
4,2024,Nebraska,30.2,Good
5,2024,Nebraska,28.9,Good
6,2024,Nebraska,34.9,Good
7,2024,Nebraska,47.6,Good
8,2024,Nebraska,40.7,Good
9,2024,Nebraska,40.1,Good
10,2024,Nebraska,45.8,Good
11,2024,Nebraska,26.4,Good
12,2024,Nebraska,34.1,Good
1,2025,Nebraska,30.6,Good
2,2025,Nebraska,34.2,Good
3,2025,Nebraska,33.3,Good
4,2025,Nebraska,34.9,Good
5,2025,Nebraska,31.3,Good
6,2025,Nebraska,36.1,Good
7,2025,Nebraska,5.0,Good
1,2020,Nevada,34.9,Good
2,2020,Nevada,36.1,Good
3,2020,Nevada,32.8,Good
4,2020,Nevada,34.7,Good
5,2020,Nevada,42.5,Good
6,2020,Nevada,40.0,Good
7,2020,Nevada,44.3,Good
8,2020,Nevada,65.6,Moderate
9,2020,Nevada,72.3,Moderate
10,2020,Nevada,42.7,Good
11,2020,Nevada,37.6,Good
12,2020,Nevada,38.3,Good
1,2021,Nevada,35.3,Good
2,2021,Nevada,33.3,Good
3,2021,Nevada,36.5,Good
4,2021,Nevada,43.8,Good
5,2021,Nevada,45.3,Good
6,2021,Nevada,47.0,Good
7,2021,Nevada,69.1,Moderate
8,2021,Nevada,94.8,Moderate
9,2021,Nevada,59.2,Moderate
10,2021,Nevada,35.2,Good
11,2021,Nevada,35.2,Good
12,2021,Nevada,35.1,Good
1,2022,Nevada,38.9,Good
2,2022,Nevada,38.7,Good
3,2022,Nevada,38.2,Good
4,2022,Nevada,45.4,Good
5,2022,Nevada,46.1,Good
6,2022,Nevada,45.0,Good
7,2022,Nevada,50.4,Moderate
8,2022,Nevada,46.9,Good
9,2022,Nevada,55.3,Moderate
10,2022,Nevada,37.5,Good
11,2022,Nevada,37.9,Good
12,2022,Nevada,36.5,Good
1,2023,Nevada,34.6,Good
2,2023,Nevada,38.3,Good
3,2023,Nevada,35.5,Good
4,2023,Nevada,46.0,Good
5,2023,Nevada,50.9,Moderate
6,2023,Nevada,51.3,Moderate
7,2023,Nevada,50.8,Moderate
8,2023,Nevada,46.0,Good
9,2023,Nevada,42.1,Good
10,2023,Nevada,37.1,Good
11,2023,Nevada,37.2,Good
12,2023,Nevada,37.9,Good
1,2024,Nevada,35.0,Good
2,2024,Nevada,32.2,Good
3,2024,Nevada,35.4,Good
4,2024,Nevada,42.6,Good
5,2024,Nevada,50.0,Good
6,2024,Nevada,49.4,Good
7,2024,Nevada,58.3,Moderate
8,2024,Nevada,49.1,Good
9,2024,Nevada,48.7,Good
10,2024,Nevada,42.4,Good
11,2024,Nevada,36.9,Good
12,2024,Nevada,41.2,Good
1,2025,Nevada,40.2,Good
2,2025,Nevada,35.6,Good
3,2025,Nevada,37.2,Good
4,2025,Nevada,58.2,Moderate
5,2025,Nevada,80.9,Moderate
6,2025,Nevada,5.0,Good
1,2020,New Hampshire,35.6,Good
2,2020,New Hampshire,38.4,Good
3,2020,New Hampshire,41.5,Good
4,2020,New Hampshire,42.1,Good
5,2020,New Hampshire,40.6,Good
6,2020,New Hampshire,38.8,Good
7,2020,New Hampshire,37.3,Good
8,2020,New Hampshire,35.6,Good
9,2020,New Hampshire,34.0,Good
10,2020,New Hampshire,31.1,Good
11,2020,New Hampshire,36.7,Good
12,2020,New Hampshire,37.6,Good
1,2021,New Hampshire,38.3,Good
2,2021,New Hampshire,40.1,Good
3,2021,New Hampshire,42.6,Good
4,2021,New Hampshire,41.8,Good
5,2021,New Hampshire,42.2,Good
6,2021,New Hampshire,44.3,Good
7,2021,New Hampshire,39.6,Good
8,2021,New Hampshire,41.7,Good
9,2021,New Hampshire,33.4,Good
10,2021,New Hampshire,30.3,Good
11,2021,New Hampshire,32.3,Good
12,2021,New Hampshire,37.0,Good
1,2022,New Hampshire,43.3,Good
2,2022,New Hampshire,39.1,Good
3,2022,New Hampshire,41.3,Good
4,2022,New Hampshire,40.4,Good
5,2022,New Hampshire,40.2,Good
6,2022,New Hampshire,36.6,Good
7,2022,New Hampshire,41.5,Good
8,2022,New Hampshire,38.0,Good
9,2022,New Hampshire,29.4,Good
10,2022,New Hampshire,33.9,Good
11,2022,New Hampshire,34.1,Good
12,2022,New Hampshire,35.5,Good
1,2023,New Hampshire,34.6,Good
2,2023,New Hampshire,39.8,Good
3,2023,New Hampshire,43.9,Good
4,2023,New Hampshire,48.3,Good
5,2023,New Hampshire,44.6,Good
6,2023,New Hampshire,43.7,Good
7,2023,New Hampshire,49.9,Good
8,2023,New Hampshire,37.0,Good
9,2023,New Hampshire,39.4,Good
10,2023,New Hampshire,31.4,Good
11,2023,New Hampshire,33.5,Good
12,2023,New Hampshire,34.1,Good
1,2024,New Hampshire,32.7,Good
2,2024,New Hampshire,37.4,Good
3,2024,New Hampshire,38.9,Good
4,2024,New Hampshire,40.8,Good
5,2024,New Hampshire,40.7,Good
6,2024,New Hampshire,44.4,Good
7,2024,New Hampshire,44.8,Good
8,2024,New Hampshire,41.5,Good
9,2024,New Hampshire,36.1,Good
10,2024,New Hampshire,35.3,Good
11,2024,New Hampshire,32.9,Good
12,2024,New Hampshire,37.8,Good
1,2025,New Hampshire,38.6,Good
2,2025,New Hampshire,38.6,Good
3,2025,New Hampshire,42.3,Good
4,2025,New Hampshire,37.3,Good
1,2020,New Jersey,40.9,Good
2,2020,New Jersey,43.1,Good
3,2020,New Jersey,39.8,Good
4,2020,New Jersey,40.4,Good
5,2020,New Jersey,38.5,Good
6,2020,New Jersey,44.9,Good
7,2020,New Jersey,49.6,Good
8,2020,New Jersey,45.4,Good
9,2020,New Jersey,37.5,Good
10,2020,New Jersey,34.7,Good
11,2020,New Jersey,44.4,Good
12,2020,New Jersey,43.5,Good
1,2021,New Jersey,40.1,Good
2,2021,New Jersey,43.7,Good
3,2021,New Jersey,42.7,Good
4,2021,New Jersey,43.9,Good
5,2021,New Jersey,45.8,Good
6,2021,New Jersey,48.6,Good
7,2021,New Jersey,53.2,Moderate
8,2021,New Jersey,48.9,Good
9,2021,New Jersey,39.4,Good
10,2021,New Jersey,36.5,Good
11,2021,New Jersey,41.4,Good
12,2021,New Jersey,45.0,Good
1,2022,New Jersey,43.9,Good
2,2022,New Jersey,41.6,Good
3,2022,New Jersey,42.4,Good
4,2022,New Jersey,40.8,Good
5,2022,New Jersey,42.5,Good
6,2022,New Jersey,48.2,Good
7,2022,New Jersey,55.1,Moderate
8,2022,New Jersey,46.4,Good
9,2022,New Jersey,37.2,Good
10,2022,New Jersey,36.1,Good
11,2022,New Jersey,37.6,Good
12,2022,New Jersey,38.4,Good
1,2023,New Jersey,36.9,Good
2,2023,New Jersey,44.0,Good
3,2023,New Jersey,41.8,Good
4,2023,New Jersey,49.0,Good
5,2023,New Jersey,46.3,Good
6,2023,New Jersey,70.1,Moderate
7,2023,New Jersey,57.9,Moderate
8,2023,New Jersey,47.2,Good
9,2023,New Jersey,42.8,Good
10,2023,New Jersey,37.1,Good
11,2023,New Jersey,39.8,Good
12,2023,New Jersey,41.9,Good
1,2024,New Jersey,35.2,Good
2,2024,New Jersey,40.3,Good
3,2024,New Jersey,38.5,Good
4,2024,New Jersey,43.7,Good
5,2024,New Jersey,43.9,Good
6,2024,New Jersey,54.0,Moderate
7,2024,New Jersey,53.8,Moderate
8,2024,New Jersey,49.0,Good
9,2024,New Jersey,39.1,Good
10,2024,New Jersey,38.8,Good
11,2024,New Jersey,33.1,Good
12,2024,New Jersey,37.4,Good
1,2025,New Jersey,31.0,Good
2,2025,New Jersey,34.1,Good
3,2025,New Jersey,38.2,Good
4,2025,New Jersey,41.8,Good
1,2020,New Mexico,33.3,Good
2,2020,New Mexico,32.7,Good
3,2020,New Mexico,34.3,Good
4,2020,New Mexico,40.4,Good
5,2020,New Mexico,47.0,Good
6,2020,New Mexico,49.7,Good
7,2020,New Mexico,44.5,Good
8,2020,New Mexico,54.7,Moderate
9,2020,New Mexico,48.3,Good
10,2020,New Mexico,44.9,Good
11,2020,New Mexico,36.7,Good
12,2020,New Mexico,35.6,Good
1,2021,New Mexico,35.5,Good
2,2021,New Mexico,35.5,Good
3,2021,New Mexico,43.3,Good
4,2021,New Mexico,43.3,Good
5,2021,New Mexico,49.0,Good
6,2021,New Mexico,57.2,Moderate
7,2021,New Mexico,58.7,Moderate
8,2021,New Mexico,51.1,Moderate
9,2021,New Mexico,46.7,Good
10,2021,New Mexico,38.2,Good
11,2021,New Mexico,37.1,Good
12,2021,New Mexico,36.2,Good
1,2022,New Mexico,35.6,Good
2,2022,New Mexico,41.4,Good
3,2022,New Mexico,39.3,Good
4,2022,New Mexico,52.0,Moderate
5,2022,New Mexico,57.4,Moderate
6,2022,New Mexico,51.0,Moderate
7,2022,New Mexico,55.7,Moderate
8,2022,New Mexico,46.9,Good
9,2022,New Mexico,40.1,Good
10,2022,New Mexico,34.2,Good
11,2022,New Mexico,34.6,Good
12,2022,New Mexico,32.8,Good
1,2023,New Mexico,34.2,Good
2,2023,New Mexico,39.3,Good
3,2023,New Mexico,37.0,Good
4,2023,New Mexico,47.8,Good
5,2023,New Mexico,50.3,Moderate
