Month,Year,State Name,AQI,Category
6,2023,New Mexico,52.0,Moderate
7,2023,New Mexico,52.0,Moderate
8,2023,New Mexico,49.8,Good
9,2023,New Mexico,39.7,Good
10,2023,New Mexico,37.7,Good
11,2023,New Mexico,31.9,Good
12,2023,New Mexico,30.9,Good
1,2024,New Mexico,33.1,Good
2,2024,New Mexico,33.9,Good
3,2024,New Mexico,40.2,Good
4,2024,New Mexico,46.4,Good
5,2024,New Mexico,56.5,Moderate
6,2024,New Mexico,52.1,Moderate
7,2024,New Mexico,64.3,Moderate
8,2024,New Mexico,50.6,Moderate
9,2024,New Mexico,45.5,Good
10,2024,New Mexico,46.5,Good
11,2024,New Mexico,36.9,Good
12,2024,New Mexico,39.7,Good
1,2025,New Mexico,39.3,Good
2,2025,New Mexico,43.9,Good
3,2025,New Mexico,56.4,Moderate
4,2025,New Mexico,52.1,Moderate
5,2025,New Mexico,47.1,Good
6,2025,New Mexico,46.7,Good
1,2020,New York,40.8,Good
2,2020,New York,40.1,Good
3,2020,New York,37.0,Good
4,2020,New York,37.7,Good
5,2020,New York,36.0,Good
6,2020,New York,41.3,Good
7,2020,New York,43.2,Good
8,2020,New York,39.1,Good
9,2020,New York,32.8,Good
10,2020,New York,30.4,Good
11,2020,New York,37.2,Good
12,2020,New York,37.1,Good
1,2021,New York,39.6,Good
2,2021,New York,41.3,Good
3,2021,New York,40.2,Good
4,2021,New York,40.2,Good
5,2021,New York,42.7,Good
6,2021,New York,46.0,Good
7,2021,New York,44.9,Good
8,2021,New York,43.1,Good
9,2021,New York,33.0,Good
10,2021,New York,31.9,Good
11,2021,New York,34.1,Good
12,2021,New York,39.0,Good
1,2022,New York,43.0,Good
2,2022,New York,41.0,Good
3,2022,New York,40.7,Good
4,2022,New York,37.5,Good
5,2022,New York,39.1,Good
6,2022,New York,41.8,Good
7,2022,New York,45.4,Good
8,2022,New York,39.8,Good
9,2022,New York,30.6,Good
10,2022,New York,34.0,Good
11,2022,New York,35.2,Good
12,2022,New York,36.8,Good
1,2023,New York,38.1,Good
2,2023,New York,40.8,Good
3,2023,New York,40.2,Good
4,2023,New York,47.0,Good
5,2023,New York,43.3,Good
6,2023,New York,58.3,Moderate
7,2023,New York,51.8,Moderate
8,2023,New York,37.7,Good
9,2023,New York,36.9,Good
10,2023,New York,31.7,Good
11,2023,New York,33.4,Good
12,2023,New York,36.1,Good
1,2024,New York,36.5,Good
2,2024,New York,37.3,Good
3,2024,New York,36.3,Good
4,2024,New York,38.8,Good
5,2024,New York,39.4,Good
6,2024,New York,47.4,Good
7,2024,New York,47.0,Good
8,2024,New York,41.4,Good
9,2024,New York,35.1,Good
10,2024,New York,34.7,Good
11,2024,New York,30.8,Good
12,2024,New York,34.7,Good
1,2025,New York,38.7,Good
2,2025,New York,38.2,Good
3,2025,New York,38.5,Good
4,2025,New York,40.5,Good
5,2025,New York,8.0,Good
6,2025,New York,7.3,Good
7,2025,New York,2.1,Good
1,2020,North Carolina,28.1,Good
2,2020,North Carolina,29.5,Good
3,2020,North Carolina,39.5,Good
4,2020,North Carolina,42.0,Good
5,2020,North Carolina,37.7,Good
6,2020,North Carolina,41.4,Good
7,2020,North Carolina,40.7,Good
8,2020,North Carolina,35.7,Good
9,2020,North Carolina,32.7,Good
10,2020,North Carolina,34.6,Good
11,2020,North Carolina,34.9,Good
12,2020,North Carolina,35.4,Good
1,2021,North Carolina,34.1,Good
2,2021,North Carolina,32.4,Good
3,2021,North Carolina,42.6,Good
4,2021,North Carolina,49.6,Good
5,2021,North Carolina,46.9,Good
6,2021,North Carolina,37.7,Good
7,2021,North Carolina,45.0,Good
8,2021,North Carolina,42.0,Good
9,2021,North Carolina,39.6,Good
10,2021,North Carolina,35.8,Good
11,2021,North Carolina,35.8,Good
12,2021,North Carolina,38.8,Good
1,2022,North Carolina,35.3,Good
2,2022,North Carolina,38.3,Good
3,2022,North Carolina,43.9,Good
4,2022,North Carolina,45.2,Good
5,2022,North Carolina,43.0,Good
6,2022,North Carolina,50.0,Good
7,2022,North Carolina,39.6,Good
8,2022,North Carolina,37.2,Good
9,2022,North Carolina,37.5,Good
10,2022,North Carolina,37.7,Good
11,2022,North Carolina,33.5,Good
12,2022,North Carolina,35.4,Good
1,2023,North Carolina,32.9,Good
2,2023,North Carolina,35.1,Good
3,2023,North Carolina,45.1,Good
4,2023,North Carolina,49.0,Good
5,2023,North Carolina,44.9,Good
6,2023,North Carolina,58.4,Moderate
7,2023,North Carolina,47.7,Good
8,2023,North Carolina,44.5,Good
9,2023,North Carolina,39.3,Good
10,2023,North Carolina,37.0,Good
11,2023,North Carolina,38.3,Good
12,2023,North Carolina,33.3,Good
1,2024,North Carolina,30.3,Good
2,2024,North Carolina,38.3,Good
3,2024,North Carolina,42.7,Good
4,2024,North Carolina,46.2,Good
5,2024,North Carolina,41.3,Good
6,2024,North Carolina,47.8,Good
7,2024,North Carolina,41.4,Good
8,2024,North Carolina,43.7,Good
9,2024,North Carolina,35.8,Good
10,2024,North Carolina,40.1,Good
11,2024,North Carolina,35.0,Good
12,2024,North Carolina,36.0,Good
1,2025,North Carolina,35.3,Good
2,2025,North Carolina,36.7,Good
3,2025,North Carolina,45.7,Good
4,2025,North Carolina,41.1,Good
5,2025,North Carolina,33.7,Good
6,2025,North Carolina,54.8,Moderate
7,2025,North Carolina,3.0,Good
1,2020,North Dakota,35.0,Good
2,2020,North Dakota,34.8,Good
3,2020,North Dakota,36.0,Good
4,2020,North Dakota,39.1,Good
5,2020,North Dakota,39.6,Good
6,2020,North Dakota,41.4,Good
7,2020,North Dakota,35.1,Good
8,2020,North Dakota,40.3,Good
9,2020,North Dakota,38.3,Good
10,2020,North Dakota,34.2,Good
11,2020,North Dakota,34.8,Good
12,2020,North Dakota,32.6,Good
1,2021,North Dakota,38.2,Good
2,2021,North Dakota,35.0,Good
3,2021,North Dakota,38.8,Good
4,2021,North Dakota,41.7,Good
5,2021,North Dakota,42.5,Good
6,2021,North Dakota,47.4,Good
7,2021,North Dakota,74.6,Moderate
8,2021,North Dakota,67.1,Moderate
9,2021,North Dakota,42.1,Good
10,2021,North Dakota,41.0,Good
11,2021,North Dakota,29.0,Good
12,2021,North Dakota,34.0,Good
1,2022,North Dakota,34.4,Good
2,2022,North Dakota,35.5,Good
3,2022,North Dakota,38.8,Good
4,2022,North Dakota,38.7,Good
5,2022,North Dakota,39.1,Good
6,2022,North Dakota,42.7,Good
7,2022,North Dakota,41.8,Good
8,2022,North Dakota,45.3,Good
9,2022,North Dakota,44.0,Good
10,2022,North Dakota,45.2,Good
11,2022,North Dakota,37.9,Good
12,2022,North Dakota,37.3,Good
1,2023,North Dakota,43.2,Good
2,2023,North Dakota,37.9,Good
3,2023,North Dakota,46.4,Good
4,2023,North Dakota,41.7,Good
5,2023,North Dakota,65.5,Moderate
6,2023,North Dakota,69.1,Moderate
7,2023,North Dakota,57.6,Moderate
8,2023,North Dakota,60.8,Moderate
9,2023,North Dakota,68.7,Moderate
10,2023,North Dakota,30.2,Good
11,2023,North Dakota,33.5,Good
12,2023,North Dakota,28.2,Good
1,2024,North Dakota,33.8,Good
2,2024,North Dakota,34.1,Good
3,2024,North Dakota,37.5,Good
4,2024,North Dakota,39.6,Good
5,2024,North Dakota,44.5,Good
6,2024,North Dakota,40.7,Good
7,2024,North Dakota,66.4,Moderate
8,2024,North Dakota,50.8,Moderate
9,2024,North Dakota,52.1,Moderate
10,2024,North Dakota,39.7,Good
11,2024,North Dakota,31.4,Good
12,2024,North Dakota,32.7,Good
1,2025,North Dakota,34.4,Good
2,2025,North Dakota,34.9,Good
3,2025,North Dakota,36.4,Good
4,2025,North Dakota,40.5,Good
5,2025,North Dakota,2.0,Good
1,2020,Ohio,34.8,Good
2,2020,Ohio,38.5,Good
3,2020,Ohio,36.5,Good
4,2020,Ohio,39.5,Good
5,2020,Ohio,38.0,Good
6,2020,Ohio,47.8,Good
7,2020,Ohio,50.6,Moderate
8,2020,Ohio,42.1,Good
9,2020,Ohio,38.1,Good
10,2020,Ohio,32.2,Good
11,2020,Ohio,39.5,Good
12,2020,Ohio,39.2,Good
1,2021,Ohio,40.3,Good
2,2021,Ohio,47.0,Good
3,2021,Ohio,42.7,Good
4,2021,Ohio,44.1,Good
5,2021,Ohio,45.2,Good
6,2021,Ohio,47.5,Good
7,2021,Ohio,49.4,Good
8,2021,Ohio,46.6,Good
9,2021,Ohio,41.1,Good
10,2021,Ohio,35.4,Good
11,2021,Ohio,38.7,Good
12,2021,Ohio,39.4,Good
1,2022,Ohio,43.7,Good
2,2022,Ohio,42.3,Good
3,2022,Ohio,42.2,Good
4,2022,Ohio,39.5,Good
5,2022,Ohio,43.3,Good
6,2022,Ohio,57.0,Moderate
7,2022,Ohio,47.3,Good
8,2022,Ohio,41.1,Good
9,2022,Ohio,36.7,Good
10,2022,Ohio,37.7,Good
11,2022,Ohio,41.8,Good
12,2022,Ohio,41.2,Good
1,2023,Ohio,40.3,Good
2,2023,Ohio,40.7,Good
3,2023,Ohio,42.4,Good
4,2023,Ohio,49.3,Good
5,2023,Ohio,51.4,Moderate
6,2023,Ohio,71.7,Moderate
7,2023,Ohio,54.6,Moderate
8,2023,Ohio,48.1,Good
9,2023,Ohio,40.3,Good
10,2023,Ohio,35.5,Good
11,2023,Ohio,44.8,Good
12,2023,Ohio,40.9,Good
1,2024,Ohio,37.2,Good
2,2024,Ohio,45.0,Good
3,2024,Ohio,39.2,Good
4,2024,Ohio,43.0,Good
5,2024,Ohio,48.3,Good
6,2024,Ohio,52.4,Moderate
7,2024,Ohio,50.9,Moderate
8,2024,Ohio,49.1,Good
9,2024,Ohio,42.4,Good
10,2024,Ohio,42.4,Good
11,2024,Ohio,35.3,Good
12,2024,Ohio,38.9,Good
1,2025,Ohio,42.0,Good
2,2025,Ohio,43.1,Good
3,2025,Ohio,43.8,Good
4,2025,Ohio,44.4,Good
5,2025,Ohio,39.6,Good
6,2025,Ohio,3.7,Good
1,2020,Oklahoma,34.4,Good
2,2020,Oklahoma,36.1,Good
3,2020,Oklahoma,40.1,Good
4,2020,Oklahoma,44.9,Good
5,2020,Oklahoma,41.3,Good
6,2020,Oklahoma,53.6,Moderate
7,2020,Oklahoma,46.8,Good
8,2020,Oklahoma,48.9,Good
9,2020,Oklahoma,43.4,Good
10,2020,Oklahoma,39.4,Good
11,2020,Oklahoma,40.6,Good
12,2020,Oklahoma,40.2,Good
1,2021,Oklahoma,41.9,Good
2,2021,Oklahoma,46.3,Good
3,2021,Oklahoma,49.0,Good
4,2021,Oklahoma,50.3,Moderate
5,2021,Oklahoma,40.9,Good
6,2021,Oklahoma,49.5,Good
7,2021,Oklahoma,53.3,Moderate
8,2021,Oklahoma,51.6,Moderate
9,2021,Oklahoma,54.6,Moderate
10,2021,Oklahoma,42.7,Good
11,2021,Oklahoma,38.6,Good
12,2021,Oklahoma,44.1,Good
1,2022,Oklahoma,41.2,Good
2,2022,Oklahoma,39.2,Good
3,2022,Oklahoma,50.5,Moderate
4,2022,Oklahoma,46.6,Good
5,2022,Oklahoma,45.4,Good
6,2022,Oklahoma,53.3,Moderate
7,2022,Oklahoma,59.2,Moderate
8,2022,Oklahoma,51.1,Moderate
9,2022,Oklahoma,52.2,Moderate
10,2022,Oklahoma,47.5,Good
11,2022,Oklahoma,37.0,Good
12,2022,Oklahoma,37.0,Good
1,2023,Oklahoma,43.2,Good
2,2023,Oklahoma,43.2,Good
3,2023,Oklahoma,45.2,Good
4,2023,Oklahoma,48.8,Good
5,2023,Oklahoma,54.5,Moderate
6,2023,Oklahoma,62.1,Moderate
7,2023,Oklahoma,53.4,Moderate
8,2023,Oklahoma,61.8,Moderate
9,2023,Oklahoma,60.4,Moderate
10,2023,Oklahoma,39.4,Good
11,2023,Oklahoma,39.7,Good
12,2023,Oklahoma,33.6,Good
1,2024,Oklahoma,35.8,Good
2,2024,Oklahoma,40.2,Good
3,2024,Oklahoma,46.5,Good
4,2024,Oklahoma,49.7,Good
5,2024,Oklahoma,52.0,Moderate
6,2024,Oklahoma,50.2,Moderate
7,2024,Oklahoma,54.7,Moderate
8,2024,Oklahoma,58.8,Moderate
9,2024,Oklahoma,46.0,Good
10,2024,Oklahoma,56.3,Moderate
11,2024,Oklahoma,34.4,Good
12,2024,Oklahoma,39.6,Good
1,2025,Oklahoma,35.9,Good
2,2025,Oklahoma,43.5,Good
3,2025,Oklahoma,50.8,Moderate
4,2025,Oklahoma,48.4,Good
5,2025,Oklahoma,47.3,Good
6,2025,Oklahoma,33.9,Good
1,2020,Oregon,34.7,Good
2,2020,Oregon,40.8,Good
3,2020,Oregon,33.8,Good
4,2020,Oregon,27.4,Good
5,2020,Oregon,25.7,Good
6,2020,Oregon,22.1,Good
7,2020,Oregon,32.7,Good
8,2020,Oregon,39.5,Good
9,2020,Oregon,148.9,Unhealthy for Sensitive Groups
10,2020,Oregon,47.3,Good
11,2020,Oregon,48.1,Good
12,2020,Oregon,50.1,Moderate
1,2021,Oregon,43.1,Good
2,2021,Oregon,35.3,Good
3,2021,Oregon,36.7,Good
4,2021,Oregon,29.4,Good
5,2021,Oregon,26.1,Good
6,2021,Oregon,28.6,Good
7,2021,Oregon,43.4,Good
8,2021,Oregon,67.7,Moderate
9,2021,Oregon,53.2,Moderate
10,2021,Oregon,32.4,Good
11,2021,Oregon,42.6,Good
12,2021,Oregon,37.1,Good
1,2022,Oregon,47.6,Good
2,2022,Oregon,44.3,Good
3,2022,Oregon,29.6,Good
4,2022,Oregon,24.0,Good
5,2022,Oregon,23.2,Good
6,2022,Oregon,22.6,Good
7,2022,Oregon,33.4,Good
8,2022,Oregon,41.9,Good
9,2022,Oregon,58.3,Moderate
10,2022,Oregon,59.1,Moderate
11,2022,Oregon,51.5,Moderate
12,2022,Oregon,43.8,Good
1,2023,Oregon,39.9,Good
2,2023,Oregon,40.4,Good
3,2023,Oregon,30.4,Good
4,2023,Oregon,25.1,Good
5,2023,Oregon,33.3,Good
6,2023,Oregon,30.9,Good
7,2023,Oregon,39.6,Good
8,2023,Oregon,69.1,Moderate
9,2023,Oregon,38.8,Good
10,2023,Oregon,40.3,Good
11,2023,Oregon,51.7,Moderate
12,2023,Oregon,44.1,Good
1,2024,Oregon,37.1,Good
2,2024,Oregon,32.2,Good
3,2024,Oregon,28.3,Good
4,2024,Oregon,23.6,Good
5,2024,Oregon,27.2,Good
6,2024,Oregon,26.2,Good
7,2024,Oregon,57.1,Moderate
8,2024,Oregon,50.2,Moderate
9,2024,Oregon,42.5,Good
10,2024,Oregon,37.4,Good
11,2024,Oregon,40.4,Good
12,2024,Oregon,43.3,Good
1,2025,Oregon,49.7,Good
2,2025,Oregon,38.3,Good
3,2025,Oregon,26.0,Good
4,2025,Oregon,2.0,Good
1,2020,Pennsylvania,39.6,Good
2,2020,Pennsylvania,42.5,Good
3,2020,Pennsylvania,40.7,Good
4,2020,Pennsylvania,41.6,Good
5,2020,Pennsylvania,39.0,Good
6,2020,Pennsylvania,43.9,Good
7,2020,Pennsylvania,48.9,Good
8,2020,Pennsylvania,44.1,Good
9,2020,Pennsylvania,37.6,Good
10,2020,Pennsylvania,35.7,Good
11,2020,Pennsylvania,43.1,Good
12,2020,Pennsylvania,42.1,Good
1,2021,Pennsylvania,41.9,Good
2,2021,Pennsylvania,46.2,Good
3,2021,Pennsylvania,43.6,Good
4,2021,Pennsylvania,44.8,Good
5,2021,Pennsylvania,44.8,Good
6,2021,Pennsylvania,47.1,Good
7,2021,Pennsylvania,54.5,Moderate
8,2021,Pennsylvania,49.2,Good
9,2021,Pennsylvania,40.4,Good
10,2021,Pennsylvania,38.6,Good
11,2021,Pennsylvania,43.7,Good
12,2021,Pennsylvania,48.1,Good
1,2022,Pennsylvania,47.5,Good
2,2022,Pennsylvania,46.1,Good
3,2022,Pennsylvania,44.9,Good
4,2022,Pennsylvania,41.8,Good
5,2022,Pennsylvania,43.8,Good
6,2022,Pennsylvania,50.2,Moderate
7,2022,Pennsylvania,49.3,Good
8,2022,Pennsylvania,43.2,Good
9,2022,Pennsylvania,37.1,Good
10,2022,Pennsylvania,37.8,Good
11,2022,Pennsylvania,45.4,Good
12,2022,Pennsylvania,47.7,Good
1,2023,Pennsylvania,45.6,Good
2,2023,Pennsylvania,48.9,Good
3,2023,Pennsylvania,44.1,Good
4,2023,Pennsylvania,53.0,Moderate
5,2023,Pennsylvania,50.4,Moderate
6,2023,Pennsylvania,72.8,Moderate
7,2023,Pennsylvania,54.5,Moderate
8,2023,Pennsylvania,45.5,Good
9,2023,Pennsylvania,39.2,Good
10,2023,Pennsylvania,34.5,Good
11,2023,Pennsylvania,41.3,Good
12,2023,Pennsylvania,41.4,Good
1,2024,Pennsylvania,37.6,Good
2,2024,Pennsylvania,42.3,Good
3,2024,Pennsylvania,38.1,Good
4,2024,Pennsylvania,43.1,Good
5,2024,Pennsylvania,42.9,Good
6,2024,Pennsylvania,49.9,Good
7,2024,Pennsylvania,51.4,Moderate
8,2024,Pennsylvania,46.6,Good
9,2024,Pennsylvania,39.3,Good
10,2024,Pennsylvania,39.0,Good
11,2024,Pennsylvania,33.9,Good
12,2024,Pennsylvania,40.3,Good
1,2025,Pennsylvania,41.8,Good
2,2025,Pennsylvania,40.1,Good
3,2025,Pennsylvania,42.7,Good
4,2025,Pennsylvania,32.5,Good
1,2020,Puerto Rico,16.8,Good
2,2020,Puerto Rico,22.4,Good
3,2020,Puerto Rico,21.5,Good
4,2020,Puerto Rico,16.7,Good
5,2020,Puerto Rico,23.4,Good
6,2020,Puerto Rico,20.8,Good
7,2020,Puerto Rico,28.3,Good
8,2020,Puerto Rico,36.7,Good
9,2020,Puerto Rico,32.5,Good
10,2020,Puerto Rico,25.8,Good
11,2020,Puerto Rico,17.6,Good
12,2020,Puerto Rico,16.2,Good
1,2021,Puerto Rico,19.2,Good
2,2021,Puerto Rico,33.2,Good
3,2021,Puerto Rico,29.4,Good
4,2021,Puerto Rico,35.5,Good
5,2021,Puerto Rico,33.9,Good
6,2021,Puerto Rico,38.7,Good
7,2021,Puerto Rico,39.2,Good
8,2021,Puerto Rico,43.7,Good
9,2021,Puerto Rico,37.0,Good
10,2021,Puerto Rico,39.7,Good
11,2021,Puerto Rico,26.4,Good
12,2021,Puerto Rico,20.0,Good
1,2022,Puerto Rico,18.1,Good
2,2022,Puerto Rico,24.1,Good
3,2022,Puerto Rico,21.7,Good
4,2022,Puerto Rico,24.7,Good
5,2022,Puerto Rico,32.4,Good
6,2022,Puerto Rico,34.5,Good
7,2022,Puerto Rico,35.7,Good
8,2022,Puerto Rico,26.9,Good
9,2022,Puerto Rico,24.9,Good
10,2022,Puerto Rico,28.7,Good
11,2022,Puerto Rico,26.6,Good
12,2022,Puerto Rico,22.1,Good
1,2023,Puerto Rico,29.3,Good
2,2023,Puerto Rico,29.3,Good
3,2023,Puerto Rico,32.2,Good
4,2023,Puerto Rico,38.4,Good
5,2023,Puerto Rico,36.9,Good
6,2023,Puerto Rico,42.7,Good
7,2023,Puerto Rico,35.0,Good
8,2023,Puerto Rico,28.2,Good
9,2023,Puerto Rico,21.7,Good
10,2023,Puerto Rico,27.7,Good
11,2023,Puerto Rico,22.4,Good
12,2023,Puerto Rico,24.5,Good
1,2024,Puerto Rico,27.0,Good
2,2024,Puerto Rico,26.7,Good
3,2024,Puerto Rico,26.3,Good
4,2024,Puerto Rico,34.7,Good
5,2024,Puerto Rico,36.8,Good
6,2024,Puerto Rico,26.7,Good
7,2024,Puerto Rico,27.5,Good
8,2024,Puerto Rico,19.3,Good
9,2024,Puerto Rico,18.8,Good
10,2024,Puerto Rico,27.2,Good
11,2024,Puerto Rico,17.9,Good
12,2024,Puerto Rico,20.3,Good
1,2025,Puerto Rico,23.4,Good
2,2025,Puerto Rico,26.7,Good
3,2025,Puerto Rico,24.4,Good
4,2025,Puerto Rico,2.0,Good
1,2020,Rhode Island,32.2,Good
2,2020,Rhode Island,31.9,Good
3,2020,Rhode Island,41.7,Good
4,2020,Rhode Island,42.4,Good
5,2020,Rhode Island,39.4,Good
6,2020,Rhode Island,45.3,Good
7,2020,Rhode Island,48.6,Good
8,2020,Rhode Island,47.6,Good
9,2020,Rhode Island,38.4,Good
10,2020,Rhode Island,27.1,Good
11,2020,Rhode Island,34.5,Good
12,2020,Rhode Island,35.0,Good
1,2021,Rhode Island,33.3,Good
2,2021,Rhode Island,35.2,Good
3,2021,Rhode Island,43.3,Good
4,2021,Rhode Island,43.6,Good
5,2021,Rhode Island,44.4,Good
6,2021,Rhode Island,53.3,Moderate
7,2021,Rhode Island,50.2,Moderate
8,2021,Rhode Island,49.4,Good
9,2021,Rhode Island,36.3,Good
10,2021,Rhode Island,23.8,Good
11,2021,Rhode Island,25.4,Good
12,2021,Rhode Island,31.2,Good
1,2022,Rhode Island,33.4,Good
2,2022,Rhode Island,28.4,Good
3,2022,Rhode Island,42.2,Good
4,2022,Rhode Island,42.0,Good
5,2022,Rhode Island,40.9,Good
6,2022,Rhode Island,41.3,Good
7,2022,Rhode Island,51.8,Moderate
8,2022,Rhode Island,42.9,Good
9,2022,Rhode Island,33.9,Good
10,2022,Rhode Island,23.8,Good
11,2022,Rhode Island,29.3,Good
12,2022,Rhode Island,32.1,Good
1,2023,Rhode Island,30.5,Good
2,2023,Rhode Island,36.0,Good
3,2023,Rhode Island,41.6,Good
4,2023,Rhode Island,50.5,Moderate
5,2023,Rhode Island,45.8,Good
6,2023,Rhode Island,51.7,Moderate
7,2023,Rhode Island,51.2,Moderate
8,2023,Rhode Island,42.5,Good
9,2023,Rhode Island,46.7,Good
10,2023,Rhode Island,40.9,Good
11,2023,Rhode Island,44.9,Good
12,2023,Rhode Island,32.0,Good
1,2024,Rhode Island,27.9,Good
2,2024,Rhode Island,27.7,Good
3,2024,Rhode Island,38.3,Good
4,2024,Rhode Island,38.1,Good
5,2024,Rhode Island,35.4,Good
6,2024,Rhode Island,43.5,Good
7,2024,Rhode Island,44.4,Good
8,2024,Rhode Island,46.1,Good
9,2024,Rhode Island,34.3,Good
10,2024,Rhode Island,28.7,Good
11,2024,Rhode Island,24.8,Good
12,2024,Rhode Island,30.3,Good
1,2025,Rhode Island,32.3,Good
2,2025,Rhode Island,30.0,Good
3,2025,Rhode Island,39.5,Good
4,2025,Rhode Island,42.1,Good
5,2025,Rhode Island,35.5,Good
6,2025,Rhode Island,16.5,Good
1,2020,South Carolina,34.6,Good
2,2020,South Carolina,36.2,Good
3,2020,South Carolina,40.9,Good
4,2020,South Carolina,42.4,Good
5,2020,South Carolina,38.7,Good
6,2020,South Carolina,39.9,Good
7,2020,South Carolina,41.1,Good
8,2020,South Carolina,37.2,Good
9,2020,South Carolina,35.1,Good
10,2020,South Carolina,36.8,Good
11,2020,South Carolina,38.4,Good
12,2020,South Carolina,43.2,Good
1,2021,South Carolina,37.9,Good
2,2021,South Carolina,36.7,Good
3,2021,South Carolina,42.8,Good
4,2021,South Carolina,50.5,Moderate
5,2021,South Carolina,47.6,Good
6,2021,South Carolina,37.1,Good
7,2021,South Carolina,42.3,Good
8,2021,South Carolina,41.1,Good
9,2021,South Carolina,42.0,Good
10,2021,South Carolina,37.1,Good
11,2021,South Carolina,40.5,Good
12,2021,South Carolina,44.1,Good
1,2022,South Carolina,40.5,Good
2,2022,South Carolina,43.0,Good
3,2022,South Carolina,43.4,Good
4,2022,South Carolina,45.8,Good
5,2022,South Carolina,45.0,Good
6,2022,South Carolina,49.9,Good
7,2022,South Carolina,37.1,Good
8,2022,South Carolina,36.7,Good
9,2022,South Carolina,39.8,Good
10,2022,South Carolina,39.8,Good
11,2022,South Carolina,41.8,Good
12,2022,South Carolina,44.2,Good
1,2023,South Carolina,40.9,Good
2,2023,South Carolina,42.3,Good
3,2023,South Carolina,47.9,Good
4,2023,South Carolina,48.3,Good
5,2023,South Carolina,46.6,Good
6,2023,South Carolina,57.1,Moderate
7,2023,South Carolina,49.0,Good
8,2023,South Carolina,46.6,Good
9,2023,South Carolina,41.9,Good
10,2023,South Carolina,38.5,Good
11,2023,South Carolina,47.1,Good
12,2023,South Carolina,38.8,Good
1,2024,South Carolina,37.2,Good
2,2024,South Carolina,47.9,Good
3,2024,South Carolina,46.7,Good
4,2024,South Carolina,49.6,Good
5,2024,South Carolina,44.6,Good
6,2024,South Carolina,50.5,Moderate
7,2024,South Carolina,43.2,Good
8,2024,South Carolina,44.8,Good
9,2024,South Carolina,39.5,Good
10,2024,South Carolina,44.9,Good
11,2024,South Carolina,40.0,Good
12,2024,South Carolina,42.6,Good
1,2025,South Carolina,41.9,Good
2,2025,South Carolina,47.0,Good
3,2025,South Carolina,49.5,Good
4,2025,South Carolina,47.1,Good
